player_name,year,hand,rel_height,rel_side,extension,total_pitches,haa_2-Seam/Sinker,haa_4-Seam,haa_Changeup,haa_Curveball,haa_Cutter,haa_Knuckleball,haa_Slider,haa_Splitter,haa_Sweeper,hb_2-Seam/Sinker,hb_4-Seam,hb_Changeup,hb_Curveball,hb_Cutter,hb_Knuckleball,hb_Slider,hb_Splitter,hb_Sweeper,ivb_2-Seam/Sinker,ivb_4-Seam,ivb_Changeup,ivb_Curveball,ivb_Cutter,ivb_Knuckleball,ivb_Slider,ivb_Splitter,ivb_Sweeper,n_2-Seam/Sinker,n_4-Seam,n_Changeup,n_Curveball,n_Cutter,n_Knuckleball,n_Slider,n_Splitter,n_Sweeper,pct_2-Seam/Sinker,pct_4-Seam,pct_Changeup,pct_Curveball,pct_Cutter,pct_Knuckleball,pct_Slider,pct_Splitter,pct_Sweeper,vaa_2-Seam/Sinker,vaa_4-Seam,vaa_Changeup,vaa_Curveball,vaa_Cutter,vaa_Knuckleball,vaa_Slider,vaa_Splitter,vaa_Sweeper,velo_2-Seam/Sinker,velo_4-Seam,velo_Changeup,velo_Curveball,velo_Cutter,velo_Knuckleball,velo_Slider,velo_Splitter,velo_Sweeper
"Boshers, Buddy",2017,L,6.402,0.187,5.26,560,-0.697,,-1.803,0.727,,,,,,-10.816,,-12.918,4.563,,,,,,18.24,,10.203,-4.725,,,,,,274.0,,88.0,198.0,,,,,,0.489,,0.157,0.354,,,,,,5.752,,7.627,9.789,,,,,,90.697,,84.758,78.563,,,,,
"Bowman, Matt",2017,R,6.379,-0.255,5.662,974,1.545,,,,,,-1.578,1.211,,-16.534,,,,,,5.824,-9.433,,9.465,,,,,,7.552,4.554,,589.0,,,,,,117.0,236.0,,0.605,,,,,,0.12,0.242,,6.838,,,,,,7.542,8.626,,90.899,,,,,,86.408,80.242,
"Boxberger, Brad",2017,R,5.692,-2.048,5.585,500,,-1.4,-0.355,,,,-2.548,,,,-7.425,-17.026,,,,4.492,,,,16.087,4.892,,,,4.054,,,,328.0,115.0,,,,55.0,,,,0.656,0.23,,,,0.11,,,,5.087,7.681,,,,7.517,,,,92.376,80.58,,,,85.425,,
"Boyd, Matthew",2017,L,5.648,1.857,6.033,2339,0.632,0.85,0.07,3.261,,,2.414,,,-15.424,-10.159,-13.734,12.308,,,-4.068,,,12.552,16.515,11.939,2.092,,,7.847,,,572.0,586.0,487.0,423.0,,,271.0,,,0.245,0.251,0.208,0.181,,,0.116,,,5.29,4.596,6.922,8.457,,,6.512,,,91.531,92.555,80.86,74.587,,,86.169,,
"Boyer, Blaine",2017,R,5.968,-2.157,5.747,691,-0.669,-1.717,,-3.049,,,-2.757,,,-14.116,-8.812,,6.645,,,1.685,,,12.233,16.072,,-9.566,,,6.526,,,126.0,258.0,,53.0,,,254.0,,,0.182,0.373,,0.077,,,0.368,,,5.295,4.828,,10.117,,,7.129,,,94.079,94.188,,73.438,,,86.355,,
"Brach, Brad",2017,R,5.867,-3.034,5.51,1166,,-2.341,-1.529,,,,-4.709,,,,-8.492,-16.175,,,,7.519,,,,16.426,1.357,,,,0.958,,,,673.0,259.0,,,,165.0,,,,0.577,0.222,,,,0.142,,,,5.164,7.926,,,,7.976,,,,95.005,86.963,,,,85.973,,
"Bracho, Silvino",2017,R,5.401,-1.892,5.611,349,,-1.667,-0.676,,,,-3.032,,,,-5.223,-10.594,,,,8.461,,,,15.153,6.155,,,,0.417,,,,172.0,105.0,,,,67.0,,,,0.493,0.301,,,,0.192,,,,4.396,6.798,,,,7.335,,,,93.498,84.372,,,,82.66,,
"Bradford, Chasen",2017,R,5.205,-3.093,6.184,506,-1.278,-3.036,,,,,-4.284,,,-14.796,-3.741,,,,,3.289,,,6.262,12.851,,,,,-1.239,,,238.0,119.0,,,,,130.0,,,0.47,0.235,,,,,0.257,,,6.018,4.57,,,,,7.062,,,90.374,91.084,,,,,83.915,,
"Bradley, Archie",2017,R,5.946,-1.924,6.248,1257,,-1.059,,-2.459,,,,,,,-8.975,,5.491,,,,,,,16.223,,-10.648,,,,,,,943.0,,264.0,,,,,,,0.75,,0.21,,,,,,,5.004,,9.545,,,,,,,96.304,,82.414,,,,,
"Brady, Michael",2017,R,5.529,-2.359,5.231,445,,-1.439,-0.577,,-3.196,,,,,,-9.297,-14.847,,3.013,,,,,,15.048,6.193,,8.582,,,,,,136.0,51.0,,210.0,,,,,,0.306,0.115,,0.472,,,,,,4.693,6.839,,5.988,,,,,,91.388,86.027,,87.141,,,,
"Brault, Steven",2017,L,5.431,2.933,6.667,638,0.69,2.032,1.058,,,,3.89,,,-15.804,-10.647,-13.139,,,,6.448,,,7.098,13.884,8.702,,,,2.191,,,91.0,370.0,79.0,,,,86.0,,,0.143,0.58,0.124,,,,0.135,,,6.043,4.842,6.854,,,,7.72,,,91.151,91.954,85.644,,,,82.822,,
"Brebbia, John",2017,R,5.805,-1.989,6.477,766,-0.28,-1.378,,,,,-3.361,,,-15.731,-8.53,,,,,7.612,,,12.224,18.278,,,,,2.426,,,53.0,381.0,,,,,311.0,,,0.069,0.498,,,,,0.407,,,5.212,4.615,,,,,8.033,,,93.74,94.148,,,,,82.787,,
"Breslow, Craig",2017,L,5.084,1.925,5.334,593,0.21,,-0.518,4.041,,,,,,-18.219,,-14.527,13.727,,,,,,10.627,,15.299,1.598,,,,,,348.0,,109.0,114.0,,,,,,0.587,,0.184,0.192,,,,,,5.245,,6.2,7.36,,,,,,89.363,,78.857,78.24,,,,,
"Brice, Austin",2017,R,5.316,-2.842,5.513,495,-1.405,-2.119,,-4.841,,,-4.318,,,-15.929,-9.617,,10.878,,,3.971,,,7.486,16.937,,-1.9,,,3.745,,,210.0,99.0,,66.0,,,115.0,,,0.424,0.2,,0.133,,,0.232,,,5.649,4.127,,7.807,,,6.735,,,93.454,94.075,,80.765,,,85.765,,
"Bridwell, Parker",2017,R,6.438,-1.598,5.681,1757,0.352,-1.432,-0.122,-2.554,-2.439,,,,,-14.863,-5.743,-8.232,7.929,1.354,,,,,10.222,15.272,10.071,-5.862,9.325,,,,,311.0,602.0,174.0,362.0,308.0,,,,,0.177,0.343,0.099,0.206,0.175,,,,,6.849,6.131,7.625,9.728,6.748,,,,,91.72,92.455,84.355,79.539,89.574,,,,
"Britton, Zack",2017,L,6.489,0.656,5.561,560,-0.665,,,,,,,,,-11.863,,,,,,,,,8.08,,,,,,,,,490.0,,,,,,,,,0.875,,,,,,,,,7.184,,,,,,,,,96.052,,,,,,,,
"Brothers, Rex",2017,L,6.109,2.329,5.753,379,,1.847,,,,,2.721,,,,-5.812,,,,,0.724,,,,17.424,,,,,3.348,,,,248.0,,,,,129.0,,,,0.654,,,,,0.34,,,,5.315,,,,,7.911,,,,95.513,,,,,88.443,,
"Broxton, Jonathan",2017,R,6.174,-1.258,6.387,292,,-0.772,,,,,-2.114,,,,-5.73,,,,,3.112,,,,16.623,,,,,4.509,,,,154.0,,,,,102.0,,,,0.529,,,,,0.351,,,,5.273,,,,,7.829,,,,94.496,,,,,87.711,,
"Buchanan, Jake",2017,R,5.747,-0.683,6.392,226,,0.5,,,,,-1.758,,,,-10.746,,,,,6.348,,,,13.506,,,,,7.184,,,,95.0,,,,,61.0,,,,0.42,,,,,0.27,,,,5.595,,,,,6.974,,,,89.208,,,,,83.689,,
"Buchholz, Clay",2017,R,5.864,-1.181,6.351,144,,-0.613,,,,,,,,,-8.726,,,,,,,,,19.874,,,,,,,,,50.0,,,,,,,,,0.347,,,,,,,,,4.97,,,,,,,,,90.396,,,,,,,
"Buchter, Ryan",2017,L,5.788,1.848,6.574,1097,,1.945,,4.315,3.709,,,,,,-4.328,,14.302,5.465,,,,,,18.727,,-1.676,7.611,,,,,,894.0,,87.0,116.0,,,,,,0.815,,0.079,0.106,,,,,,4.713,,8.834,6.907,,,,,,92.641,,78.929,87.751,,,,
"Buehler, Walker",2017,R,6.05,-1.212,6.152,192,,-1.253,,,,,,,,,-2.157,,,,,,,,,20.609,,,,,,,,,125.0,,,,,,,,,0.651,,,,,,,,,4.281,,,,,,,,,98.25,,,,,,,
"Bumgarner, Madison",2017,L,5.713,2.965,6.268,1656,,2.114,1.295,4.305,3.887,,,,,,-9.234,-13.989,8.76,1.987,,,,,,16.704,7.936,-2.352,10.386,,,,,,710.0,90.0,259.0,597.0,,,,,,0.429,0.054,0.156,0.361,,,,,,4.847,7.286,9.043,6.512,,,,,,91.051,82.801,78.027,86.795,,,,
"Bummer, Aaron",2017,L,6.046,2.791,5.894,374,1.336,2.93,,,,,3.887,,,-12.167,-7.251,,,,,7.353,,,5.717,14.121,,,,,-2.015,,,170.0,59.0,,,,,138.0,,,0.455,0.158,,,,,0.369,,,6.736,5.401,,,,,8.875,,,93.245,93.744,,,,,82.956,,
"Bundy, Dylan",2017,R,5.979,-1.251,5.699,2815,0.336,-0.683,0.242,-1.914,,,-2.392,,,-14.724,-7.26,-13.786,7.942,,,4.074,,,16.448,20.576,12.275,-10.462,,,2.533,,,272.0,1240.0,380.0,290.0,,,633.0,,,0.097,0.44,0.135,0.103,,,0.225,,,5.35,4.789,6.816,10.193,,,7.833,,,91.824,92.158,83.591,74.477,,,83.019,,
"Busenitz, Alan",2017,R,5.956,-1.85,5.558,509,-1.05,-1.54,,-2.88,,,,,,-14.27,-7.634,,7.018,,,,,,15.641,19.105,,-6.112,,,,,,50.0,307.0,,149.0,,,,,,0.098,0.603,,0.293,,,,,,4.915,4.653,,8.755,,,,,,95.776,95.685,,83.195,,,,,
"Bush, Matt",2017,R,5.475,-1.271,6.094,943,0.359,-0.661,,-2.529,-2.182,,,,,-13.13,-7.255,,9.844,0.986,,,,,15.242,18.684,,-9.266,6.486,,,,,227.0,426.0,,130.0,114.0,,,,,0.241,0.452,,0.138,0.121,,,,,4.594,4.242,,9.06,6.332,,,,,97.477,97.545,,79.982,91.632,,,,
"Butler, Eddie",2017,R,6.353,-1.704,5.461,914,0.048,-0.84,-0.184,-2.335,,,,,,-15.957,-9.869,-16.506,2.723,,,,,,13.24,18.195,9.429,-4.06,,,,,,256.0,389.0,84.0,141.0,,,,,,0.28,0.426,0.092,0.154,,,,,,6.363,5.476,7.691,9.681,,,,,,93.155,93.316,87.086,81.254,,,,,
"Báez, Pedro",2017,R,6.399,-0.787,5.963,1174,0.873,-0.204,0.613,,,,-1.828,,,-12.524,-5.56,-11.026,,,,3.516,,,16.079,20.633,14.57,,,,9.031,,,217.0,635.0,131.0,,,,191.0,,,0.185,0.541,0.112,,,,0.163,,,4.942,4.494,7.027,,,,7.491,,,96.764,97.213,87.785,,,,88.241,,
"Cahill, Trevor",2017,R,6.166,-2.063,5.946,1521,-0.548,,-0.565,-3.333,-2.184,,,,,-16.311,,-14.34,8.779,-2.506,,,,,7.305,,1.658,-11.175,2.291,,,,,674.0,,323.0,333.0,158.0,,,,,0.443,,0.212,0.219,0.104,,,,,6.455,,8.445,10.329,8.215,,,,,90.901,,83.822,79.431,85.073,,,,
"Cain, Matt",2017,R,5.984,-2.432,5.167,2063,-0.842,-1.426,-0.868,-4.207,,,-3.22,,,-17.149,-11.168,-12.19,15.157,,,2.811,,,9.555,14.483,4.401,-5.674,,,5.452,,,411.0,728.0,225.0,477.0,,,220.0,,,0.199,0.353,0.109,0.231,,,0.107,,,6.161,5.771,7.991,9.766,,,7.504,,,89.033,89.348,82.968,74.526,,,83.066,,
"Callahan, Jamie",2017,R,6.246,-0.932,6.336,104,,-0.135,,,,,,,,,-6.836,,,,,,,,,17.885,,,,,,,,,68.0,,,,,,,,,0.654,,,,,,,,,5.166,,,,,,,,,95.706,,,,,,,
"Campos, Leonel",2017,R,6.42,-0.448,5.657,226,,-0.093,,,,,-0.683,,,,-6.043,,,,,-0.725,,,,19.467,,,,,3.024,,,,107.0,,,,,106.0,,,,0.473,,,,,0.469,,,,5.732,,,,,8.051,,,,93.038,,,,,84.903,,
"Capps, Carter",2017,R,4.993,-3.775,7.604,191,,-2.435,,-4.777,,,,,,,-15.219,,5.997,,,,,,,13.626,,2.914,,,,,,,118.0,,71.0,,,,,,,0.618,,0.372,,,,,,,4.658,,7.585,,,,,,,92.731,,79.531,,,,,
"Carrasco, Carlos",2017,R,5.408,-1.857,6.282,3123,0.125,-0.64,-0.521,-2.59,,,-2.805,,,-17.112,-12.932,-12.403,5.65,,,1.265,,,8.002,14.982,2.394,-2.948,,,2.318,,,300.0,1228.0,511.0,566.0,,,518.0,,,0.096,0.393,0.164,0.181,,,0.166,,,5.576,4.754,7.136,8.043,,,7.453,,,93.501,94.325,88.392,83.366,,,85.392,,
"Cashner, Andrew",2017,R,6.287,-1.146,5.673,2631,0.386,-0.594,0.528,-1.564,,,-1.942,,,-15.186,-9.692,-14.638,4.965,,,-0.912,,,12.773,17.743,8.184,-6.362,,,6.859,,,1422.0,338.0,355.0,218.0,,,298.0,,,0.54,0.128,0.135,0.083,,,0.113,,,6.005,5.265,7.637,9.323,,,7.487,,,93.068,93.849,84.919,81.712,,,88.127,,
"Casilla, Santiago",2017,R,5.68,-2.349,6.265,1017,-0.426,-1.513,,-3.857,,,-3.304,,,-16.471,-10.286,,9.836,,,-1.13,,,11.88,16.972,,-9.569,,,10.838,,,417.0,215.0,,219.0,,,117.0,,,0.41,0.211,,0.215,,,0.115,,,5.63,4.95,,8.963,,,5.985,,,93.773,94.147,,80.651,,,89.474,,
"Castillo, Luis",2017,R,5.521,-2.35,5.69,1484,-0.78,-1.583,-0.81,,,,-3.191,,,-17.643,-11.231,-15.358,,,,-0.594,,,10.345,17.124,5.382,,,,2.996,,,233.0,691.0,333.0,,,,226.0,,,0.157,0.466,0.225,,,,0.152,,,5.341,4.501,6.809,,,,7.479,,,96.932,97.418,87.245,,,,84.927,,
"Castro, Miguel",2017,R,5.544,-2.561,6.064,1030,-0.853,,-0.566,,,,-3.548,,,-17.51,,-18.289,,,,2.84,,,9.712,,6.609,,,,-0.535,,,618.0,,108.0,,,,285.0,,,0.6,,0.105,,,,0.277,,,5.657,,6.813,,,,7.682,,,95.449,,86.244,,,,84.458,,
"Castro, Simon",2017,R,5.867,-3.06,6.636,595,,-2.061,,,,,-3.63,,,,-10.751,,,,,2.414,,,,15.282,,,,,-0.57,,,,434.0,,,,,155.0,,,,0.729,,,,,0.261,,,,5.297,,,,,7.745,,,,93.629,,,,,84.352,,
"Cecil, Brett",2017,L,6.496,0.659,5.257,974,-1.285,0.002,-0.658,1.465,1.292,,,,,-15.598,-7.049,-12.519,1.315,-0.948,,,,,11.235,16.091,9.137,-2.782,11.036,,,,,97.0,302.0,128.0,283.0,164.0,,,,,0.1,0.31,0.131,0.291,0.168,,,,,6.57,5.711,8.093,9.248,6.668,,,,,90.874,91.893,83.145,83.408,88.692,,,,
"Cessa, Luis",2017,R,6.019,-1.292,5.528,624,,-0.195,0.418,-2.224,,,-2.237,,,,-9.683,-14.268,6.449,,,-0.121,,,,17.829,7.825,-3.151,,,2.478,,,,261.0,120.0,55.0,,,187.0,,,,0.418,0.192,0.088,,,0.3,,,,5.019,7.467,8.858,,,7.895,,,,95.324,86.451,80.949,,,85.747,,
"Chacin, Alejandro",2017,R,5.071,-1.546,6.502,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chacín, Jhoulys",2017,R,5.898,-1.716,5.522,2905,0.212,-0.96,-0.162,-2.233,,,-3.298,,,-19.886,-9.882,-14.225,11.471,,,12.881,,,9.262,15.98,8.175,-2.232,,,3.749,,,1114.0,474.0,175.0,118.0,,,1024.0,,,0.383,0.163,0.06,0.041,,,0.352,,,6.31,5.625,7.12,9.045,,,8.099,,,91.11,91.37,83.307,75.603,,,80.017,,
"Chafin, Andrew",2017,L,6.039,1.735,6.374,892,-0.164,1.112,,,,,2.6,,,-13.977,-9.177,,,,,1.901,,,11.065,15.151,,,,,-0.628,,,362.0,177.0,,,,,349.0,,,0.406,0.198,,,,,0.391,,,6.199,5.876,,,,,8.992,,,93.48,93.456,,,,,82.574,,
"Chapman, Aroldis",2017,L,6.151,0.883,6.687,1003,,0.462,,,,,1.728,,,,-5.451,,,,,9.985,,,,19.298,,,,,9.314,,,,770.0,,,,,198.0,,,,0.768,,,,,0.197,,,,4.507,,,,,6.749,,,,100.044,,,,,87.589,,
"Chatwood, Tyler",2017,R,5.689,-2.022,5.964,2454,-0.704,-2.231,-1.369,-2.921,-3.123,,,,,-10.764,-0.957,-6.228,7.868,3.28,,,,,14.004,16.876,8.574,-12.275,5.848,,,,,711.0,846.0,104.0,271.0,522.0,,,,,0.29,0.345,0.042,0.11,0.213,,,,,5.449,4.884,7.037,10.13,7.026,,,,,94.348,94.84,88.136,79.321,89.121,,,,
"Chavez, Jesse",2017,R,5.499,-1.174,5.907,2310,0.604,-1.219,0.339,-2.845,-2.238,,-2.361,,,-15.201,-6.82,-16.248,13.697,0.845,,2.193,,,12.133,15.998,5.646,-11.023,15.489,,-2.186,,,336.0,949.0,333.0,186.0,132.0,,370.0,,,0.146,0.412,0.144,0.081,0.057,,0.16,,,5.672,5.031,7.287,10.107,4.973,,8.135,,,91.897,91.215,85.223,76.167,90.061,,84.218,,
"Chen, Wei-Yin",2017,L,5.883,1.632,6.018,493,-0.439,1.202,0.095,1.727,,,,,,-15.584,-7.403,-11.442,6.579,,,,,,15.319,19.409,13.036,-9.546,,,,,,53.0,267.0,65.0,64.0,,,,,,0.108,0.543,0.132,0.13,,,,,,5.676,4.919,6.908,10.439,,,,,,89.981,91.0,82.352,73.853,,,,,
"Cingrani, Tony",2017,L,5.3,2.504,6.718,788,,1.934,,,,,3.606,,,,-6.869,,,,,5.081,,,,16.52,,,,,7.822,,,,642.0,,,,,100.0,,,,0.815,,,,,0.127,,,,4.084,,,,,6.953,,,,94.442,,,,,83.803,,
"Cishek, Steve",2017,R,3.895,-3.321,7.271,729,-1.651,,,,,,-5.36,,,-17.167,,,,,,13.551,,,5.077,,,,,,0.681,,,348.0,,,,,,355.0,,,0.477,,,,,,0.487,,,4.325,,,,,,6.568,,,90.418,,,,,,77.207,,
"Claudio, Alex",2017,L,4.557,3.14,5.731,1128,1.505,,0.998,,,,4.401,,,-16.544,,-17.316,,,,5.518,,,-4.595,,-2.676,,,,4.04,,,637.0,,339.0,,,,150.0,,,0.565,,0.301,,,,0.133,,,6.64,,8.734,,,,7.485,,,86.733,,71.056,,,,77.108,,
"Clevinger, Mike",2017,R,5.259,-1.877,6.535,2150,,-1.229,-0.137,-3.128,,,-3.917,,,,-9.262,-13.194,11.654,,,12.947,,,,16.233,9.255,-7.416,,,8.033,,,,1131.0,355.0,246.0,,,408.0,,,,0.526,0.165,0.114,,,0.19,,,,4.614,6.462,9.922,,,7.313,,,,92.513,87.016,75.338,,,81.36,,
"Clippard, Tyler",2017,R,6.195,-1.116,6.007,1113,,-0.581,0.064,,,,,-0.773,,,-7.14,-14.544,,,,,-3.095,,,20.129,16.399,,,,,2.504,,,421.0,399.0,,,,,261.0,,,0.378,0.358,,,,,0.235,,,4.806,7.064,,,,,8.365,,,90.936,79.071,,,,,81.567,
"Cobb, Alex",2017,R,6.043,-1.687,5.34,2846,-0.314,,,-2.167,,,,0.23,,-15.15,,,4.811,,,,-15.001,,15.069,,,-15.352,,,,11.866,,1437.0,,,969.0,,,,406.0,,0.505,,,0.341,,,,0.143,,5.458,,,9.998,,,,7.415,,91.677,,,80.545,,,,85.565,
"Cole, A.J.",2017,R,5.893,-2.971,6.462,937,-1.74,-2.198,-1.592,-3.922,,,-4.136,,,-13.055,-9.385,-11.048,6.653,,,3.412,,,13.351,17.271,9.59,2.679,,,10.619,,,82.0,431.0,61.0,166.0,,,197.0,,,0.088,0.46,0.065,0.177,,,0.21,,,5.497,5.236,7.089,7.98,,,7.001,,,92.912,93.159,86.167,79.746,,,85.201,,
"Cole, Gerrit",2017,R,5.427,-2.457,6.129,3279,-0.593,-1.459,-0.838,-4.094,,,-3.581,,,-17.832,-13.433,-16.532,11.735,,,2.578,,,10.256,16.019,8.737,-6.692,,,3.6,,,429.0,1543.0,338.0,397.0,,,569.0,,,0.131,0.471,0.103,0.121,,,0.174,,,5.254,4.653,6.305,8.762,,,6.948,,,95.627,95.879,88.541,80.399,,,88.086,,
"Collmenter, Josh",2017,R,7.024,-0.04,5.461,306,,,0.866,,-0.426,,,,,,,-6.774,,4.881,,,,,,,18.11,,17.659,,,,,,,104.0,,160.0,,,,,,,0.34,,0.523,,,,,,,8.424,,7.172,,,,,,,76.911,,84.591,,,,
"Colomé, Alex",2017,R,6.347,-1.175,6.006,995,,-0.239,,,-1.425,,,,,,-5.432,,,1.147,,,,,,18.859,,,7.271,,,,,,323.0,,,626.0,,,,,,0.325,,,0.629,,,,,,5.33,,,7.545,,,,,,95.16,,,89.519,,,,
"Colon, Bartolo",2017,R,5.569,-1.467,5.246,2280,-0.088,-0.344,0.134,,,,-3.071,,,-16.655,-8.519,-14.269,,,,2.753,,,10.623,18.211,9.635,,,,5.903,,,1435.0,450.0,222.0,,,,166.0,,,0.629,0.197,0.097,,,,0.073,,,5.845,4.884,7.251,,,,7.31,,,87.063,90.282,81.251,,,,81.513,,
"Conley, Adam",2017,L,6.18,3.039,5.734,1719,,1.98,1.071,,,,3.626,,,,-14.103,-17.819,,,,-2.973,,,,14.356,10.629,,,,5.532,,,,1098.0,320.0,,,,301.0,,,,0.639,0.186,,,,0.175,,,,5.886,7.467,,,,8.033,,,,89.675,82.611,,,,84.457,,
"Corbin, Patrick",2017,L,6.164,2.234,6.33,3073,0.735,2.149,0.759,,,,3.349,,,-12.66,-6.411,-10.753,,,,6.302,,,11.066,14.911,11.185,,,,-1.564,,,798.0,839.0,281.0,,,,1155.0,,,0.26,0.273,0.091,,,,0.376,,,6.249,5.624,7.583,,,,9.267,,,92.226,92.256,83.506,,,,80.926,,
"Cosart, Jarred",2017,R,5.7,-2.416,6.524,485,-1.679,-2.772,,-2.859,,,-3.558,,,-11.102,0.321,,4.004,,,3.07,,,10.773,14.4,,-11.164,,,1.428,,,277.0,52.0,,63.0,,,50.0,,,0.571,0.107,,0.13,,,0.103,,,5.404,5.703,,9.743,,,7.804,,,92.445,93.379,,76.994,,,79.832,,
"Cotton, Jharel",2017,R,6.254,-1.56,4.934,2161,0.138,-0.621,-0.196,-1.856,,,-1.814,,,-15.833,-9.913,-13.498,3.235,,,0.19,,,15.215,20.086,8.673,-7.4,,,10.75,,,290.0,731.0,467.0,186.0,,,487.0,,,0.134,0.338,0.216,0.086,,,0.225,,,5.509,5.155,8.216,9.835,,,6.843,,,92.728,93.187,77.866,77.24,,,88.527,,
"Coulombe, Danny",2017,L,5.7,0.861,5.562,905,-0.911,0.453,,1.852,,,1.782,,,-13.146,-4.824,,9.419,,,1.951,,,9.901,12.88,,-17.054,,,5.574,,,120.0,153.0,,339.0,,,292.0,,,0.133,0.169,,0.375,,,0.323,,,5.895,5.145,,9.868,,,6.752,,,91.152,90.956,,80.885,,,86.265,,
"Covey, Dylan",2017,R,6.154,-1.917,5.883,1158,-0.018,-1.811,,-2.059,,,-2.636,-0.835,,-14.144,-4.078,,2.453,,,2.355,-9.384,,13.385,14.074,,-5.179,,,3.648,5.804,,321.0,356.0,,139.0,,,193.0,122.0,,0.277,0.307,,0.12,,,0.167,0.105,,6.158,5.857,,9.358,,,7.713,7.89,,92.593,92.585,,78.931,,,86.374,83.798,
"Crichton, Stefan",2017,R,5.685,-3.343,5.856,246,-1.822,,,,,,-4.205,,,-17.995,,,,,,4.999,,,11.987,,,,,,-3.159,,,153.0,,,,,,81.0,,,0.622,,,,,,0.329,,,5.521,,,,,,8.185,,,94.292,,,,,,82.689,,
"Crick, Kyle",2017,R,5.816,-1.524,5.998,605,,-1.736,,,-2.315,,-3.939,,,,-2.125,,,3.504,,15.279,,,,16.403,,,16.751,,2.871,,,,242.0,,,187.0,,123.0,,,,0.4,,,0.309,,0.203,,,,4.939,,,4.875,,8.139,,,,95.53,,,95.499,,82.581,,
"Cueto, Johnny",2017,R,5.722,-2.295,5.51,2513,-0.205,-1.61,-1.173,,-2.822,,-3.038,,,-15.619,-8.232,-11.277,,-0.222,,2.931,,,12.972,17.608,5.8,,13.593,,8.791,,,465.0,799.0,513.0,,156.0,,577.0,,,0.185,0.318,0.204,,0.062,,0.23,,,5.421,4.664,7.808,,6.121,,7.047,,,91.121,91.326,81.991,,87.535,,83.998,,
"Curtis, Zac",2017,L,4.986,2.639,5.645,135,,1.092,,,,,,,,,-14.712,,,,,,,,,14.655,,,,,,,,,72.0,,,,,,,,,0.533,,,,,,,,,4.118,,,,,,,,,91.314,,,,,,,
"Curtiss, John",2017,R,6.386,-3.149,6.108,165,,-2.359,,,,,,,,,-10.968,,,,,,,,,19.644,,,,,,,,,110.0,,,,,,,,,0.667,,,,,,,,,4.982,,,,,,,,,95.334,,,,,,,
"Danish, Tyler",2017,R,5.66,-2.462,5.238,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darvish, Yu",2017,R,5.663,-2.705,6.063,3290,-1.156,-2.469,-1.32,-3.889,-3.697,,,,-4.883,-13.362,-4.298,-10.281,10.88,5.233,,,,16.378,10.757,17.287,8.374,-14.604,4.704,,,,-1.681,567.0,1108.0,84.0,191.0,509.0,,,,827.0,0.172,0.337,0.026,0.058,0.155,,,,0.251,5.865,4.953,6.936,10.798,6.781,,,,7.904,93.527,94.349,88.415,73.542,88.769,,,,82.695
"Davies, Zach",2017,R,5.546,-2.128,6.024,3073,-0.579,,-0.393,-3.469,-3.157,,,,,-16.881,,-16.144,10.101,0.628,,,,,11.526,,9.541,-12.208,10.478,,,,,1777.0,,429.0,475.0,392.0,,,,,0.578,,0.14,0.155,0.128,,,,,5.796,,7.597,10.464,6.116,,,,,89.74,,79.409,73.38,86.477,,,,
"Davis, Rookie",2017,R,6.092,-1.928,6.663,521,-0.228,-2.015,,,-3.275,,,,,-10.87,-3.4,,,3.507,,,,,15.97,18.518,,,6.903,,,,,87.0,243.0,,,95.0,,,,,0.167,0.466,,,0.182,,,,,5.748,5.225,,,7.736,,,,,91.811,92.398,,,86.42,,,,
"Davis, Wade",2017,R,6.305,-2.153,6.039,1176,-0.298,-1.899,,-2.505,-3.312,,,,,-12.713,-5.481,,5.329,2.679,,,,,11.435,18.713,,-8.819,9.425,,,,,51.0,523.0,,249.0,353.0,,,,,0.043,0.445,,0.212,0.3,,,,,6.466,5.228,,9.874,6.854,,,,,93.192,94.391,,83.44,90.45,,,,
"Dayton, Grant",2017,L,5.691,3.067,6.183,406,,2.536,,3.457,,,,,,,-9.138,,0.923,,,,,,,21.158,,-6.002,,,,,,,332.0,,65.0,,,,,,,0.818,,0.16,,,,,,,4.239,,10.088,,,,,,,91.313,,75.595,,,,,
"De Jong, Chase",2017,R,6.202,-1.801,5.663,458,0.187,-1.804,-0.373,-2.542,,,-2.634,,,-13.021,-3.605,-14.28,6.058,,,3.72,,,16.523,19.849,13.94,-8.718,,,-0.157,,,82.0,188.0,59.0,68.0,,,61.0,,,0.179,0.41,0.129,0.148,,,0.133,,,5.931,5.309,6.758,9.919,,,8.647,,,90.665,89.943,84.422,76.809,,,81.272,,
"De La Rosa, Jorge",2017,L,5.979,2.483,5.541,881,,1.614,,,3.366,,,1.543,,,-11.823,,,0.434,,,-11.368,,,14.012,,,8.672,,,3.147,,,418.0,,,111.0,,,302.0,,,0.474,,,0.126,,,0.343,,,5.44,,,7.039,,,8.268,,,93.455,,,87.076,,,84.392,
