player_name,year,hand,rel_height,rel_side,extension,total_pitches,haa_2-Seam/Sinker,haa_4-Seam,haa_Changeup,haa_Curveball,haa_Cutter,haa_Knuckleball,haa_Slider,haa_Splitter,haa_Sweeper,hb_2-Seam/Sinker,hb_4-Seam,hb_Changeup,hb_Curveball,hb_Cutter,hb_Knuckleball,hb_Slider,hb_Splitter,hb_Sweeper,ivb_2-Seam/Sinker,ivb_4-Seam,ivb_Changeup,ivb_Curveball,ivb_Cutter,ivb_Knuckleball,ivb_Slider,ivb_Splitter,ivb_Sweeper,n_2-Seam/Sinker,n_4-Seam,n_Changeup,n_Curveball,n_Cutter,n_Knuckleball,n_Slider,n_Splitter,n_Sweeper,pct_2-Seam/Sinker,pct_4-Seam,pct_Changeup,pct_Curveball,pct_Cutter,pct_Knuckleball,pct_Slider,pct_Splitter,pct_Sweeper,vaa_2-Seam/Sinker,vaa_4-Seam,vaa_Changeup,vaa_Curveball,vaa_Cutter,vaa_Knuckleball,vaa_Slider,vaa_Splitter,vaa_Sweeper,velo_2-Seam/Sinker,velo_4-Seam,velo_Changeup,velo_Curveball,velo_Cutter,velo_Knuckleball,velo_Slider,velo_Splitter,velo_Sweeper
"Floro, Dylan",2021,R,6.043,-3.362,6.318,1109,-1.591,-2.809,-1.714,,,,-4.312,,,-16.902,-9.791,-16.711,,,,1.304,,,9.789,15.293,2.798,,,,6.755,,,362.0,332.0,268.0,,,,147.0,,,0.326,0.299,0.242,,,,0.133,,,6.227,4.668,7.893,,,,7.014,,,93.553,93.74,86.318,,,,87.163,,
"Foley, Jason",2021,R,5.808,-1.955,6.569,198,-0.445,,,,,,,,,-16.166,,,,,,,,,7.654,,,,,,,,,118.0,,,,,,,,,0.596,,,,,,,,,6.225,,,,,,,,,95.688,,,,,,,,
"Foltynewicz, Mike",2021,R,5.866,-2.101,6.135,2317,-0.296,-1.226,-0.47,-3.4,,,-3.272,,,-16.22,-10.496,-13.999,10.089,,,5.283,,,11.091,15.342,11.925,0.836,,,2.068,,,508.0,683.0,291.0,291.0,,,544.0,,,0.219,0.295,0.126,0.126,,,0.235,,,5.797,5.008,6.607,8.52,,,7.724,,,93.169,93.83,85.273,76.716,,,83.165,,
"Foster, Matt",2021,R,6.152,-1.202,6.015,729,,-0.826,-0.344,,,,-2.225,,,,-6.632,-10.063,,,,3.611,,,,18.714,12.8,,,,4.392,,,,463.0,164.0,,,,77.0,,,,0.635,0.225,,,,0.106,,,,5.005,6.873,,,,7.463,,,,93.588,84.329,,,,85.192,,
"Frankoff, Seth",2021,R,6.286,-2.871,6.148,260,,-2.175,,,,,-4.314,,,,-8.816,,,,,3.267,,,,14.882,,,,,6.802,,,,103.0,,,,,79.0,,,,0.396,,,,,0.304,,,,5.728,,,,,7.384,,,,91.289,,,,,87.671,,
"Freeland, Kyle",2021,L,5.655,1.831,6.5,1886,0.548,1.506,0.327,2.767,2.773,,,,,-12.367,-6.256,-10.886,5.567,2.515,,,,,6.348,12.814,7.347,-9.41,4.708,,,,,284.0,480.0,317.0,375.0,430.0,,,,,0.151,0.255,0.168,0.199,0.228,,,,,5.98,5.261,6.903,9.347,6.897,,,,,91.291,91.423,85.727,80.236,85.966,,,,
"Fried, Max",2021,L,6.064,1.347,6.308,2896,-0.224,1.538,-0.002,2.417,,,3.015,,,-10.562,-1.184,-11.995,8.388,,,7.94,,,10.403,12.593,4.886,-15.523,,,0.111,,,317.0,1110.0,68.0,744.0,,,645.0,,,0.109,0.383,0.023,0.257,,,0.223,,,6.275,5.469,7.174,11.105,,,7.872,,,93.464,94.024,84.799,74.463,,,85.072,,
"Fry, Jace",2021,L,6.34,2.653,5.524,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fry, Paul",2021,L,5.131,2.851,6.176,872,,2.426,,,,,4.345,,,,-5.782,,,,,13.077,,,,12.784,,,,,-3.586,,,,475.0,,,,,392.0,,,,0.545,,,,,0.45,,,,4.786,,,,,7.698,,,,92.83,,,,,85.116,,
"Fulmer, Carson",2021,R,5.667,-1.776,6.227,448,,-1.114,-0.394,-2.602,-3.126,,,,,,-7.248,-14.09,6.588,4.777,,,,,,16.094,6.222,-6.203,1.396,,,,,,176.0,67.0,90.0,110.0,,,,,,0.393,0.15,0.201,0.246,,,,,,5.194,7.602,9.087,7.834,,,,,,93.247,86.887,82.133,86.568,,,,
"Fulmer, Michael",2021,R,6.193,-1.982,6.572,1308,-0.777,-2.044,-1.001,,-3.391,,,,,-13.456,-2.279,-12.541,,5.449,,,,,12.997,16.257,5.419,,5.664,,,,,366.0,227.0,155.0,,512.0,,,,,0.28,0.174,0.119,,0.391,,,,,5.596,5.08,7.265,,7.294,,,,,95.585,95.341,87.945,,90.921,,,,
"Funkhouser, Kyle",2021,R,5.652,-1.547,6.573,1218,-0.077,-1.124,0.113,,,,-2.688,,,-14.369,-7.242,-13.93,,,,4.01,,,9.482,15.114,6.322,,,,1.72,,,487.0,266.0,97.0,,,,368.0,,,0.4,0.218,0.08,,,,0.302,,,5.607,4.355,6.954,,,,8.004,,,95.464,95.761,88.932,,,,86.608,,
"Gallegos, Giovanny",2021,R,6.582,-2.181,5.724,1283,,-1.339,-0.68,,,,-2.633,,,,-9.036,-11.318,,,,0.345,,,,17.556,14.952,,,,0.118,,,,679.0,60.0,,,,544.0,,,,0.529,0.047,,,,0.424,,,,5.45,6.512,,,,8.945,,,,94.395,87.117,,,,85.6,,
"Gallen, Zac",2021,R,5.885,-3.065,6.665,2102,,-2.986,-1.733,-4.283,-4.163,,-4.832,,,,-3.393,-12.661,8.251,3.307,,7.721,,,,17.37,3.553,-11.737,10.549,,-0.102,,,,1130.0,350.0,262.0,175.0,,177.0,,,,0.538,0.167,0.125,0.083,,0.084,,,,5.264,7.843,10.464,5.891,,8.531,,,,93.377,86.104,79.734,90.264,,86.145,,
"Gant, John",2021,R,6.091,-2.643,6.299,2052,-1.241,-1.884,-1.234,-3.518,-3.503,,-3.428,,,-16.231,-12.075,-12.74,6.514,1.754,,2.413,,,12.599,15.926,6.494,-14.026,5.845,,-3.641,,,747.0,263.0,469.0,117.0,389.0,,67.0,,,0.364,0.128,0.229,0.057,0.19,,0.033,,,6.101,5.512,8.402,11.006,7.363,,9.46,,,91.528,91.886,80.045,74.574,85.422,,80.224,,
"Garcia, Bryan",2021,R,5.654,-2.651,5.975,803,-1.675,,-0.889,,,,-4.047,,,-11.549,,-17.128,,,,4.293,,,14.74,,6.54,,,,3.893,,,429.0,,137.0,,,,216.0,,,0.534,,0.171,,,,0.269,,,5.166,,6.927,,,,7.422,,,94.115,,85.804,,,,86.676,,
"Garcia, Luis",2021,R,6.001,-1.617,6.201,2751,,-1.132,0.252,-2.176,-3.405,,-3.126,,-4.498,,-5.079,-16.099,6.017,5.623,,5.625,,15.916,,18.437,9.808,-11.709,5.472,,0.446,,-2.935,,1258.0,293.0,245.0,537.0,,87.0,,330.0,,0.457,0.107,0.089,0.195,,0.032,,0.12,,5.07,7.444,10.638,7.517,,8.747,,9.005,,93.463,83.566,75.973,86.21,,84.911,,79.989
"García, Deivi",2021,R,5.455,-1.057,6.626,220,,-0.396,,,,,,,,,-9.604,,,,,,,,,18.177,,,,,,,,,101.0,,,,,,,,,0.459,,,,,,,,,4.153,,,,,,,,,92.034,,,,,,,
"García, Edgar",2021,R,5.953,-2.079,6.451,284,-0.849,-2.081,,,,,-3.43,,,-13.148,-4.595,,,,,5.789,,,11.528,16.024,,,,,3.204,,,99.0,51.0,,,,,113.0,,,0.349,0.18,,,,,0.398,,,5.987,5.531,,,,,8.029,,,94.183,93.665,,,,,86.441,,
"García, Jarlín",2021,L,5.876,1.609,6.449,1035,,0.4,-0.396,,,,2.785,,,,-15.645,-17.259,,,,6.059,,,,12.939,9.205,,,,0.212,,,,490.0,262.0,,,,257.0,,,,0.473,0.253,,,,0.248,,,,5.496,6.95,,,,8.058,,,,93.135,85.114,,,,82.475,,
"García, Luis",2021,R,6.311,-2.571,6.57,562,-1.332,,,,,,-4.019,-1.579,,-14.146,,,,,,4.778,-6.117,,9.91,,,,,,-0.803,3.162,,319.0,,,,,,161.0,69.0,,0.568,,,,,,0.286,0.123,,5.782,,,,,,8.625,7.925,,98.197,,,,,,85.855,88.478,
"García, Yimi",2021,R,5.082,-2.79,5.82,1149,-0.354,-2.219,-0.56,-4.372,,,-3.924,,,-17.038,-6.763,-17.622,10.628,,,3.451,,,5.748,12.623,2.118,-2.978,,,6.016,,,102.0,435.0,66.0,227.0,,,317.0,,,0.089,0.379,0.057,0.198,,,0.276,,,5.863,4.156,6.907,7.474,,,5.822,,,94.595,95.901,88.533,83.643,,,90.435,,
"Garrett, Amir",2021,L,5.994,2.7,6.508,842,,1.84,,,,,3.443,,,,-9.244,,,,,1.238,,,,14.952,,,,,2.951,,,,396.0,,,,,432.0,,,,0.47,,,,,0.513,,,,5.737,,,,,7.972,,,,94.742,,,,,85.136,,
"Garrett, Braxton",2021,L,6.296,1.49,6.368,604,0.167,1.529,-0.078,2.574,,,2.945,,,-13.296,-4.941,-15.967,8.018,,,5.548,,,12.248,17.943,9.375,-11.048,,,-3.797,,,86.0,210.0,72.0,105.0,,,131.0,,,0.142,0.348,0.119,0.174,,,0.217,,,6.482,5.512,7.786,10.398,,,8.997,,,89.063,90.312,84.499,76.767,,,82.662,,
"Garza Jr., Ralph",2021,R,4.995,-1.83,6.064,485,-0.713,-0.443,,,,,-5.005,,,-16.06,-7.08,,,,,16.809,,,0.428,15.479,,,,,5.685,,,144.0,92.0,,,,,151.0,,,0.297,0.19,,,,,0.311,,,5.719,5.127,,,,,6.37,,,90.305,92.211,,,,,76.692,,
"Garza, Justin",2021,R,5.462,-1.966,5.89,503,,-1.219,,,-2.833,,,,,,-7.358,,,2.878,,,,,,16.359,,,6.873,,,,,,270.0,,,146.0,,,,,,0.537,,,0.29,,,,,,4.223,,,6.183,,,,,,94.78,,,89.816,,,,
"Gausman, Kevin",2021,R,5.998,-2.577,6.484,3093,,-1.529,-1.524,,,,-3.423,-1.419,,,-10.443,-11.175,,,,1.884,-12.504,,,16.425,11.725,,,,1.541,2.209,,,1630.0,170.0,,,,200.0,1093.0,,,0.527,0.055,,,,0.065,0.353,,,5.226,7.275,,,,8.318,8.416,,,94.606,83.845,,,,82.085,83.641,
"Germán, Domingo",2021,R,5.507,-1.727,6.084,1643,0.239,-1.178,0.287,-2.244,,,,,,-17.121,-8.939,-17.455,1.439,,,,,,7.685,15.863,7.73,-3.906,,,,,,243.0,476.0,364.0,557.0,,,,,,0.148,0.29,0.222,0.34,,,,,,5.803,4.366,6.763,8.572,,,,,,93.588,93.341,86.449,81.057,,,,,
"Gibaut, Ian",2021,R,6.114,-1.221,6.712,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gibson, Kyle",2021,R,6.315,-2.08,6.648,2881,-0.586,-1.843,-0.389,-2.952,-3.268,,-3.786,,,-14.923,-5.623,-14.483,7.125,1.676,,5.644,,,7.663,16.353,4.15,-8.328,8.145,,-0.932,,,981.0,362.0,385.0,255.0,431.0,,443.0,,,0.341,0.126,0.134,0.089,0.15,,0.154,,,6.901,5.354,8.028,10.126,6.749,,9.036,,,92.274,92.81,84.761,79.389,89.507,,83.472,,
"Gil, Luis",2021,R,5.632,-2.67,6.826,545,,-2.535,,,,,-4.273,,,,-4.564,,,,,8.024,,,,17.741,,,,,2.248,,,,289.0,,,,,217.0,,,,0.53,,,,,0.398,,,,4.277,,,,,7.086,,,,96.11,,,,,85.228,,
"Gilbert, Logan",2021,R,6.004,-2.076,7.414,2125,,-1.6,-0.578,-2.665,,,-3.36,,,,-5.398,-14.265,5.278,,,6.45,,,,18.028,5.283,-7.605,,,4.228,,,,1306.0,155.0,154.0,,,493.0,,,,0.615,0.073,0.072,,,0.232,,,,4.867,7.354,10.143,,,8.141,,,,95.264,79.937,75.125,,,83.465,,
"Gilbert, Tyler",2021,L,5.894,1.584,5.743,600,-0.019,1.279,,,2.205,,,,,-14.907,-8.081,,,1.873,,,,,11.419,15.812,,,10.377,,,,,99.0,147.0,,,270.0,,,,,0.165,0.245,,,0.45,,,,,5.287,4.983,,,6.237,,,,,89.473,89.671,,,86.335,,,,
"Gilbreath, Lucas",2021,L,5.761,1.362,6.298,743,,1.609,,,,,2.508,,,,-0.162,,,,,7.164,,,,15.179,,,,,-1.748,,,,470.0,,,,,261.0,,,,0.633,,,,,0.351,,,,4.798,,,,,8.084,,,,93.324,,,,,81.78,,
"Ginkel, Kevin",2021,R,6.304,-2.598,6.819,575,,-1.679,,,,,-3.652,,,,-10.671,,,,,4.181,,,,15.863,,,,,-1.927,,,,344.0,,,,,230.0,,,,0.598,,,,,0.4,,,,5.359,,,,,9.303,,,,94.666,,,,,83.854,,
"Giolito, Lucas",2021,R,6.406,-1.548,6.723,3155,,-1.023,-0.55,-2.121,,,-2.746,,,,-6.601,-10.215,6.474,,,2.78,,,,19.115,12.875,-10.295,,,4.644,,,,1386.0,999.0,83.0,,,687.0,,,,0.439,0.317,0.026,,,0.218,,,,5.09,7.449,10.473,,,8.313,,,,93.886,81.58,80.604,,,85.654,,
"Givens, Mychal",2021,R,4.606,-2.729,6.106,926,,-1.939,-1.483,,,,-4.106,,,,-8.715,-9.049,,,,6.075,,,,12.371,-2.081,,,,3.434,,,,438.0,336.0,,,,151.0,,,,0.474,0.363,,,,0.163,,,,4.099,6.795,,,,6.491,,,,94.692,82.346,,,,85.907,,
"Glasnow, Tyler",2021,R,6.143,-1.654,7.335,1418,,-1.813,,-2.353,,,-2.609,,,,-1.812,,4.362,,,2.562,,,,17.208,,-17.323,,,-4.081,,,,725.0,,194.0,,,460.0,,,,0.511,,0.137,,,0.324,,,,4.955,,11.144,,,8.532,,,,97.046,,83.56,,,87.582,,
"Gomber, Austin",2021,L,6.691,1.922,6.651,1970,,1.57,0.879,2.556,,,3.24,,,,-5.858,-9.97,5.525,,,5.32,,,,17.941,11.401,-16.549,,,2.936,,,,802.0,384.0,310.0,,,474.0,,,,0.407,0.195,0.157,,,0.241,,,,5.919,7.637,11.344,,,8.212,,,,91.559,83.109,75.615,,,85.165,,
"Gonsolin, Tony",2021,R,6.252,-0.866,5.973,1145,,-0.266,,-1.581,,,-2.33,0.268,,,-7.075,,5.114,,,4.579,-12.166,,,17.761,,-13.153,,,3.666,4.479,,,486.0,,104.0,,,296.0,259.0,,,0.424,,0.091,,,0.259,0.226,,,5.362,,9.788,,,8.138,8.038,,,93.814,,80.403,,,86.986,83.344,
"Gonzales, Marco",2021,L,5.664,2.409,6.39,2324,,1.616,0.831,3.764,2.866,,,,,,-10.668,-16.613,6.141,-2.933,,,,,,17.537,10.176,-12.869,13.58,,,,,,1168.0,466.0,358.0,332.0,,,,,,0.503,0.201,0.154,0.143,,,,,,4.941,7.188,9.895,5.364,,,,,,88.382,79.323,75.159,85.524,,,,
"González, Chi Chi",2021,R,5.975,-1.806,5.868,1701,-0.343,-1.714,-0.232,-2.349,-2.688,,-2.559,,,-11.126,-2.737,-12.013,4.731,2.82,,3.433,,,7.723,11.47,5.078,-2.235,4.139,,2.897,,,94.0,780.0,166.0,85.0,171.0,,404.0,,,0.055,0.459,0.098,0.05,0.101,,0.238,,,6.574,5.925,7.606,8.901,7.285,,7.686,,,90.597,91.957,84.387,81.148,87.826,,85.733,,
"González, Victor",2021,L,4.805,2.426,6.143,564,0.555,,,,,,3.091,,,-17.502,,,,,,2.227,,,7.954,,,,,,0.594,,,310.0,,,,,,251.0,,,0.55,,,,,,0.445,,,4.957,,,,,,7.05,,,94.313,,,,,,85.229,,
"Gose, Anthony",2021,L,5.767,0.871,6.125,115,,0.334,,,,,,,,,-7.921,,,,,,,,,18.65,,,,,,,,,84.0,,,,,,,,,0.73,,,,,,,,,4.481,,,,,,,,,99.325,,,,,,,
"Goudeau, Ashton",2021,R,6.444,-2.338,6.334,564,,-1.835,-1.098,-3.617,,,,,,,-6.466,-11.082,9.841,,,,,,,16.345,9.065,-12.185,,,,,,,255.0,124.0,184.0,,,,,,,0.453,0.22,0.327,,,,,,,5.435,7.779,10.867,,,,,,,92.697,85.123,76.622,,,,,
"Graterol, Brusdar",2021,R,6.288,-1.532,5.643,621,0.013,,,,,,-3.29,,,-14.655,,,,,,9.08,,,7.381,,,,,,4.068,,,371.0,,,,,,186.0,,,0.597,,,,,,0.3,,,5.828,,,,,,7.642,,,100.122,,,,,,88.181,,
"Graveman, Kendall",2021,R,5.732,-1.193,6.359,1068,0.457,-0.552,0.611,,,,-2.567,,,-16.296,-7.885,-13.452,,,,5.72,,,10.806,16.518,6.372,,,,-0.105,,,643.0,126.0,61.0,,,,190.0,,,0.602,0.118,0.057,,,,0.178,,,5.553,3.977,6.815,,,,7.624,,,96.525,96.12,89.549,,,,87.126,,
"Gray, Jon",2021,R,5.648,-1.985,6.39,2537,,-0.975,-0.498,-3.327,,,-2.592,,,,-12.853,-11.664,11.277,,,2.633,,,,11.046,7.514,-9.221,,,3.323,,,,1181.0,204.0,160.0,,,966.0,,,,0.466,0.08,0.063,,,0.381,,,,5.109,7.196,10.067,,,7.432,,,,94.859,87.6,76.039,,,86.699,,
"Gray, Josiah",2021,R,5.402,-1.882,5.495,1213,,-0.721,,-2.416,,,-3.013,,,,-9.479,,1.545,,,1.271,,,,17.794,,-3.366,,,5.202,,,,626.0,,305.0,,,242.0,,,,0.516,,0.251,,,0.2,,,,4.156,,8.265,,,6.972,,,,94.557,,83.746,,,85.664,,
"Gray, Sonny",2021,R,5.566,-0.602,6.495,2228,0.705,-0.739,0.756,-2.11,,,-2.039,,-3.561,-13.159,-1.809,-12.404,14.066,,,5.59,,17.337,9.564,15.335,9.242,-13.686,,,-3.812,,-5.671,649.0,530.0,74.0,516.0,,,107.0,,341.0,0.291,0.238,0.033,0.232,,,0.048,,0.153,5.59,4.9,6.173,10.069,,,7.929,,9.03,92.429,92.335,88.231,79.305,,,83.564,,81.976
"Green, Chad",2021,R,6.152,-1.595,6.638,1398,,-1.346,,-2.787,,,,,-3.504,,-4.494,,4.791,,,,,10.759,,19.263,,-6.266,,,,,-0.14,,902.0,,244.0,,,,,237.0,,0.646,,0.175,,,,,0.17,,4.656,,8.967,,,,,8.075,,95.666,,84.413,,,,,85.457
"Greene, Conner",2021,R,6.029,-1.615,6.467,447,-0.433,-0.362,,-2.614,,,-2.655,,,-15.539,-12.714,,6.652,,,3.003,,,14.5,15.769,,-6.523,,,3.608,,,55.0,160.0,,53.0,,,139.0,,,0.123,0.358,,0.119,,,0.311,,,5.496,5.268,,9.588,,,7.698,,,95.613,95.992,,78.44,,,85.854,,
"Greene, Shane",2021,R,6.023,-1.724,5.578,468,-0.21,,,,-2.691,,,,-4.162,-16.287,,,,5.052,,,,14.282,8.346,,,,8.463,,,,5.153,157.0,,,,137.0,,,,132.0,0.335,,,,0.293,,,,0.282,6.356,,,,6.662,,,,7.786,92.645,,,,87.407,,,,81.099
"Greinke, Zack",2021,R,6.36,-1.256,5.935,2761,-0.174,-1.2,0.392,-2.576,,,-2.835,,,-12.987,-1.184,-12.686,11.339,,,7.866,,,11.075,16.478,4.358,-10.443,,,2.572,,,149.0,1105.0,624.0,444.0,,,426.0,,,0.054,0.402,0.227,0.161,,,0.155,,,7.134,6.086,8.35,11.218,,,8.81,,,89.536,88.931,86.414,71.05,,,83.431,,
"Gsellman, Robert",2021,R,5.936,-1.518,6.271,486,0.393,,0.519,,,,-2.146,,,-17.453,,-15.46,,,,-1.369,,,7.34,,8.08,,,,6.318,,,276.0,,72.0,,,,106.0,,,0.568,,0.148,,,,0.218,,,6.3,,7.238,,,,7.355,,,93.949,,84.847,,,,89.357,,
"Guduan, Reymin",2021,L,6.614,0.564,6.031,229,,0.561,,,,,0.651,,,,-3.477,,,,,0.697,,,,14.62,,,,,-3.001,,,,139.0,,,,,83.0,,,,0.607,,,,,0.362,,,,6.156,,,,,9.136,,,,93.791,,,,,82.912,,
"Guenther, Sean",2021,L,5.927,2.519,6.066,360,,1.967,,,,,4.443,,,,-5.879,,,,,10.649,,,,15.945,,,,,-3.274,,,,205.0,,,,,123.0,,,,0.569,,,,,0.342,,,,4.705,,,,,8.384,,,,93.016,,,,,82.477,,
"Guerra, Deolis",2021,R,6.365,-1.415,7.155,1086,0.352,-0.369,0.15,-3.008,,,-2.801,,,-16.374,-12.111,-13.136,9.648,,,2.934,,,13.642,17.239,6.587,-14.025,,,7.731,,,85.0,409.0,336.0,102.0,,,154.0,,,0.078,0.377,0.309,0.094,,,0.142,,,6.41,5.884,8.309,10.96,,,7.936,,,90.793,90.713,81.669,77.066,,,84.121,,
"Guerra, Javy",2021,R,6.471,-0.712,5.931,233,0.419,-0.423,,,,,-1.302,,,-15.053,-2.225,,,,,4.045,,,11.407,18.295,,,,,8.466,,,73.0,76.0,,,,,65.0,,,0.313,0.326,,,,,0.279,,,5.335,5.853,,,,,7.68,,,96.475,91.936,,,,,87.902,,
"Guerra, Junior",2021,R,5.797,-1.44,6.408,1253,0.153,-0.988,,-2.221,,,-3.207,-0.197,,-13.96,-4.404,,4.975,,,6.129,-10.19,,13.97,18.904,,-9.174,,,0.734,6.08,,471.0,231.0,,201.0,,,151.0,199.0,,0.376,0.184,,0.16,,,0.121,0.159,,5.546,4.544,,9.356,,,8.271,7.452,,93.049,92.21,,80.795,,,84.177,84.105,
"Gustave, Jandel",2021,R,5.697,-1.484,5.833,294,0.471,-0.878,,,,,-3.068,,,-15.855,-9.54,,,,,8.254,,,8.008,13.448,,,,,-2.715,,,161.0,58.0,,,,,75.0,,,0.548,0.197,,,,,0.255,,,5.747,4.796,,,,,7.728,,,96.668,96.772,,,,,85.092,,
"Gutierrez, Vladimir",2021,R,5.43,-2.078,6.485,1831,,-1.219,-0.582,-3.549,,,-3.976,,,,-10.289,-12.772,14.974,,,9.459,,,,14.833,9.182,-7.432,,,2.166,,,,865.0,224.0,322.0,,,417.0,,,,0.472,0.122,0.176,,,0.228,,,,4.451,6.892,9.345,,,7.744,,,,93.219,81.425,77.611,,,83.276,,
"Hader, Josh",2021,L,5.221,3.167,6.652,1008,2.426,,1.556,,,,4.369,,,-9.788,,-14.116,,,,3.903,,,17.349,,3.774,,,,1.826,,,658.0,,65.0,,,,284.0,,,0.653,,0.064,,,,0.282,,,3.808,,6.605,,,,7.281,,,96.361,,87.655,,,,83.57,,
"Hahn, Jesse",2021,R,6.136,-1.752,6.448,105,-0.227,,,,,,,,,-17.313,,,,,,,,,10.322,,,,,,,,,70.0,,,,,,,,,0.667,,,,,,,,,5.713,,,,,,,,,94.737,,,,,,,,
"Hale, David",2021,R,5.733,-1.882,6.63,510,,-0.901,-0.358,-3.212,,,,,,,-9.363,-12.571,5.098,,,,,,,13.223,8.574,0.352,,,,,,,235.0,127.0,103.0,,,,,,,0.461,0.249,0.202,,,,,,,5.183,7.448,8.4,,,,,,,92.883,82.652,82.712,,,,,
"Hammer, JD",2021,R,5.956,-2.381,5.978,432,,-1.354,,,,,-3.806,,,,-11.22,,,,,4.154,,,,16.599,,,,,-3.306,,,,251.0,,,,,163.0,,,,0.581,,,,,0.377,,,,4.992,,,,,8.273,,,,94.103,,,,,83.051,,
"Hand, Brad",2021,L,6.178,2.484,5.576,1081,0.327,1.899,,,,,,,4.543,-17.766,-11.925,,,,,,,16.781,8.871,15.111,,,,,,,-2.696,175.0,445.0,,,,,,,461.0,0.162,0.412,,,,,,,0.426,6.677,5.596,,,,,,,8.984,93.049,92.925,,,,,,,80.094
"Hanhold, Eric",2021,R,6.516,-2.241,6.318,189,,-1.424,,,,,,,,,-6.751,,,,,,,,,16.506,,,,,,,,,94.0,,,,,,,,,0.497,,,,,,,,,5.595,,,,,,,,,94.898,,,,,,,
"Happ, J.A.",2021,L,6.235,1.858,6.071,2747,0.054,1.095,-0.295,,,,2.704,,,-13.809,-7.891,-13.979,,,,2.456,,,8.27,16.987,8.802,,,,3.586,,,483.0,1474.0,338.0,,,,418.0,,,0.176,0.537,0.123,,,,0.152,,,7.213,5.353,7.487,,,,8.368,,,89.033,90.972,86.04,,,,83.006,,
"Harper, Ryne",2021,R,6.319,-1.132,6.362,567,,-1.363,,-2.675,,,-2.435,,,,-0.125,,13.475,,,10.617,,,,10.911,,-7.716,,,1.833,,,,124.0,,355.0,,,88.0,,,,0.219,,0.626,,,0.155,,,,6.888,,10.849,,,9.476,,,,86.532,,71.463,,,76.627,,
"Harris, Will",2021,R,6.358,-1.37,6.654,135,,,,,-2.067,,,,,,,,,3.542,,,,,,,,,13.602,,,,,,,,,106.0,,,,,,,,,0.785,,,,,,,,,5.93,,,,,,,,,90.069,,,,
"Hartlieb, Geoff",2021,R,6.002,-1.799,6.191,258,-1.013,-1.474,,,,,-3.148,,,-10.734,-5.429,,,,,12.335,,,7.058,7.212,,,,,-3.281,,,89.0,50.0,,,,,119.0,,,0.345,0.194,,,,,0.461,,,6.038,5.835,,,,,8.864,,,94.402,93.774,,,,,84.581,,
"Harvey, Hunter",2021,R,6.029,-2.316,6.127,139,,-2.015,,,,,,,,,-6.07,,,,,,,,,18.065,,,,,,,,,88.0,,,,,,,,,0.633,,,,,,,,,4.89,,,,,,,,,97.085,,,,,,,
"Harvey, Matt",2021,R,6.183,-2.22,6.026,2232,-0.508,-1.327,-0.669,-3.964,,,-3.482,,,-16.228,-12.31,-14.469,11.85,,,1.554,,,12.727,14.524,11.433,-6.532,,,6.445,,,464.0,760.0,265.0,312.0,,,431.0,,,0.208,0.341,0.119,0.14,,,0.193,,,6.003,5.475,7.021,9.628,,,7.243,,,92.911,93.368,85.337,79.94,,,86.943,,
"Hatch, Thomas",2021,R,5.824,-1.448,6.223,166,,-0.946,,,,,,,,,-8.727,,,,,,,,,17.158,,,,,,,,,70.0,,,,,,,,,0.422,,,,,,,,,4.495,,,,,,,,,93.983,,,,,,,
"Head, Louis",2021,R,5.167,-2.093,6.188,546,,-1.848,,,,,-4.153,,,,-5.988,,,,,12.646,,,,16.878,,,,,-2.618,,,,286.0,,,,,257.0,,,,0.524,,,,,0.471,,,,4.039,,,,,7.674,,,,93.68,,,,,82.33,,
"Heaney, Andrew",2021,L,5.292,3.38,6.119,2321,,1.877,1.309,4.914,,,,,,,-15.294,-17.229,7.051,,,,,,,15.207,7.621,-3.199,,,,,,,1376.0,413.0,492.0,,,,,,,0.593,0.178,0.212,,,,,,,4.247,6.766,8.632,,,,,,,92.034,83.777,79.37,,,,,
"Hearn, Taylor",2021,L,6.277,2.619,6.223,1726,0.994,2.435,1.252,,,,3.717,,,-14.932,-6.308,-11.266,,,,5.151,,,10.814,16.732,7.382,,,,4.515,,,366.0,799.0,214.0,,,,344.0,,,0.212,0.463,0.124,,,,0.199,,,6.286,5.31,7.286,,,,8.217,,,93.847,95.126,86.904,,,,84.337,,
"Heasley, Jonathan",2021,R,6.109,-1.687,5.996,250,,-0.583,-0.107,-2.443,,,,,,,-9.277,-12.663,5.581,,,,,,,17.522,10.639,-12.133,,,,,,,115.0,59.0,67.0,,,,,,,0.46,0.236,0.268,,,,,,,4.952,7.014,9.845,,,,,,,93.494,85.115,80.034,,,,,
"Helsley, Ryan",2021,R,6.09,-0.629,6.489,852,,-0.325,,-0.865,,,-1.373,,,,-3.254,,3.196,,,3.339,,,,17.008,,-11.184,,,5.271,,,,459.0,,60.0,,,291.0,,,,0.539,,0.07,,,0.342,,,,5.158,,9.708,,,7.42,,,,97.319,,79.02,,,88.203,,
